Time t / s,Events N,Raw,Channel n,Energy E / keV,Voltage U / V,Rate R / 1/s
0,0,0,0,0,699.6015625,
1.001,0,0,1,1,698.8255208,16.90888647
2,0,0,2,2,699.2135417,15.01197355
3.001,0,0,3,3,699.6015625,12.01777429
4.001,0,0,4,4,699.6015625,13.31652935
5.001,0,0,5,5,699.6015625,11.0116834
6.001,0,0,6,6,699.6015625,13.30651922
7,0,0,7,7,699.6015625,18.02870711
8.001,0,0,8,8,699.6015625,19.96472234
9.001,0,0,9,9,699.2135417,21.10626371
10.001,0,0,10,10,699.2135417,9.008294838
11,0,0,11,11,699.6015625,11.11001245
12,0,0,12,12,698.4375,18.03315576
13,0.083333333,1,13,13,698.4375,14.42629616
14.001,0.083333333,1,14,14,699.2135417,9.003778886
15,0,0,15,15,699.2135417,14.43389808
16.001,0.083333333,1,16,16,699.9895833,17.76585294
17,0.25,3,17,17,699.6015625,10.99598207
18,0.666666667,8,18,18,699.6015625,13.01541806
19.001,0.833333333,10,19,19,699.6015625,12.21209704
20,1.833333333,22,20,20,699.2135417,12.21984343
21,0.833333333,10,21,21,699.2135417,9.998765708
22.001,1.333333333,16,22,22,699.6015625,15.54732929
23,1.666666667,20,23,23,699.2135417,17.76205244
24.001,1.583333333,19,24,24,699.2135417,12.01387122
25,1.75,21,25,25,699.6015625,7.767232465
26,1.583333333,19,26,26,698.4375,13.00597755
27.001,1.25,15,27,27,699.2135417,14.02456402
28.001,1.5,18,28,28,699.6015625,10.98787927
29.001,1.416666667,17,29,29,699.2135417,9.001383513
30.001,1.916666667,23,30,30,699.9895833,20.01050552
31.001,1.916666667,23,31,31,699.6015625,15.96645448
32,2.083333333,25,32,32,699.6015625,15.03116411
33.001,2.166666667,26,33,33,700.3776042,19.0094496
34.001,2.5,30,34,34,699.2135417,12.21988144
35.001,2.833333333,34,35,35,698.4375,13.30903695
36,2.416666667,29,36,36,699.2135417,18.88674419
37,1.5,18,37,37,699.2135417,15.01525249
38.001,1.916666667,23,38,38,699.2135417,14.43781428
39,2,24,39,39,699.6015625,15.54964496
40,1.666666667,20,40,40,699.6015625,15.54698053
41,2.416666667,29,41,41,700.3776042,18.0185519
41.999,2.25,27,42,42,699.6015625,18.85758321
43,2,24,43,43,699.6015625,9.993984732
44.001,1.833333333,22,44,44,699.6015625,9.002167722
45,2.833333333,34,45,45,699.6015625,7.776446277
46.001,2.416666667,29,46,46,698.8255208,15.55401052
47,2.416666667,29,47,47,699.2135417,12.0088998
48,2.833333333,34,48,48,699.6015625,8.881258901
49.001,2,24,49,49,699.6015625,16.03746994
50.001,2.25,27,50,50,698.4375,6.657794046
51.001,2.5,30,51,51,698.8255208,11.00991663
52.001,2.333333333,28,52,52,699.6015625,14.42685971
53.001,1.75,21,53,53,699.6015625,11.11066668
54.001,2,24,54,54,699.6015625,16.64450543
55.001,2,24,55,55,699.6015625,18.88470068
56.001,2.333333333,28,56,56,699.6015625,15.99928643
57.001,2.083333333,25,57,57,699.6015625,19.0359246
58.001,2,24,58,58,699.6015625,13.32976244
59.001,1.75,21,59,59,699.2135417,14.42455299
60,2.333333333,28,60,60,698.8255208,6.999790706
61.001,2,24,61,61,698.8255208,12.01258078
62.001,2.333333333,28,62,62,698.4375,9.999081196
63,3.583333333,43,63,63,699.6015625,12.02823749
64.001,1.5,18,64,64,699.2135417,17.74279293
65.001,2.333333333,28,65,65,698.8255208,18.02414154
66.001,2.583333333,31,66,66,699.2135417,11.08568793
67.001,2.666666667,32,67,67,699.6015625,12.99383443
68.001,2.083333333,25,68,68,699.6015625,13.98980423
69.001,2.416666667,29,69,69,699.2135417,9.022122244
70.001,2.916666667,35,70,70,699.6015625,12.198787
71.001,2.583333333,31,71,71,699.6015625,14.0220272
72.001,3.083333333,37,72,72,698.4375,15.54809247
73,3,36,73,73,698.4375,11.10965575
74.001,3.916666667,47,74,74,698.8255208,11.00664031
75.001,3.666666667,44,75,75,698.4375,11.10496513
76.001,4.583333333,55,76,76,699.2135417,13.9902432
77.001,3.583333333,43,77,77,699.6015625,12.00168984
78,3.916666667,47,78,78,699.6015625,15.01842009
79,5,60,79,79,699.6015625,15.01853437
80.001,5.5,66,80,80,699.6015625,8.883344695
81,4.75,57,81,81,699.6015625,19.96760589
82,4.25,51,82,82,699.2135417,15.98354813
83.001,5,60,83,83,699.2135417,15.00981492
84,5.583333333,67,84,84,699.2135417,16.64744996
85.001,4.583333333,55,85,85,698.8255208,8.016366213
86.001,4.25,51,86,86,698.8255208,17.77065964
87.001,5.166666667,62,87,87,699.2135417,11.10669558
88,3.666666667,44,88,88,699.6015625,16.65641557
89.001,4.833333333,58,89,89,699.6015625,3.007991934
90,2.416666667,29,90,90,699.6015625,15.53680953
91,2.916666667,35,91,91,699.6015625,5.554036835
92.001,3.083333333,37,92,92,699.6015625,6.666235583
93.001,4.916666667,59,93,93,699.6015625,16.66571302
94.001,3.583333333,43,94,94,699.6015625,13.02088811
94.999,3.583333333,43,95,95,699.2135417,17.97714745
96.001,3.083333333,37,96,96,699.6015625,8.882941266
97.001,3.5,42,97,97,699.2135417,15.00195325
98,3,36,98,98,698.8255208,13.98418109
98.999,3.166666667,38,99,99,698.4375,18.02005271
100,2.833333333,34,100,100,698.8255208,24.42011929
101,2.583333333,31,101,101,699.6015625,14.0301044
102,2.416666667,29,102,102,699.6015625,12.21729458
103,3.416666667,41,103,103,699.6015625,17.99473294
104,2.916666667,35,104,104,699.6015625,20.99918733
105.001,2.5,30,105,105,699.6015625,7.767942699
106,3,36,106,106,699.6015625,11.99302126
107,2.666666667,32,107,107,699.6015625,17.03222838
108.001,2.583333333,31,108,108,699.2135417,15.53588195
109,2.666666667,32,109,109,700.3776042,16.99790246
110.001,1.5,18,110,110,699.2135417,11.10540293
111.001,2.833333333,34,111,111,699.2135417,14.01808192
112,2.333333333,28,112,112,698.8255208,12.21378792
113.001,2.583333333,31,113,113,699.2135417,16.01111972
114.001,1.75,21,114,114,699.2135417,9.991254322
115.001,2.583333333,31,115,115,698.4375,20.0169784
116,2.25,27,116,116,699.6015625,12.00256495
117.001,2.666666667,32,117,117,699.6015625,16.65602532
118,3.166666667,38,118,118,698.8255208,11.09842931
119,1.916666667,23,119,119,701.1536458,19.04074147
120,2.333333333,28,120,120,699.6015625,17.77597648
121.001,3.083333333,37,121,121,699.6015625,11.10023904
122,1.916666667,23,122,122,699.6015625,12.21785773
123,2.333333333,28,123,123,699.6015625,12.22170619
124.001,1.5,18,124,124,699.6015625,14.99234491
125,2.416666667,29,125,125,699.6015625,9.003673499
126,4.083333333,49,126,126,699.2135417,12.01117159
127,2.75,33,127,127,698.8255208,14.99868612
128.001,2.083333333,25,128,128,698.8255208,10.98411039
129,2.5,30,129,129,698.4375,19.01680705
130.001,2.666666667,32,130,130,698.8255208,13.9945757
131.001,2.083333333,25,131,131,698.8255208,12.00598739
132,2.5,30,132,132,699.9895833,9.998708167
133.001,2.75,33,133,133,699.6015625,12.00857893
133.999,3.166666667,38,134,134,699.6015625,18.87694398
135,3.25,39,135,135,699.6015625,11.10979892
136,2.916666667,35,136,136,699.6015625,14.43902981
137,2.916666667,35,137,137,699.9895833,19.00325716
138.001,2.833333333,34,138,138,699.6015625,19.97903977
139,2.833333333,34,139,139,699.6015625,11.10461984
140,3.083333333,37,140,140,699.6015625,19.01134978
141.001,3,36,141,141,699.6015625,18.00369976
142,3,36,142,142,699.2135417,18.86422706
143.001,2.583333333,31,143,143,699.6015625,4.001552602
144,2.833333333,34,144,144,699.6015625,10.0230912
144.999,2.583333333,31,145,145,699.9895833,15.5388168
146.001,2.75,33,146,146,699.2135417,8.993082521
147.001,2.833333333,34,147,147,699.6015625,9.999351153
148,4.166666667,50,148,148,698.8255208,11.10396509
149,2.833333333,34,149,149,699.2135417,10.99602494
150.001,2.416666667,29,150,150,699.6015625,10.00401061
151.001,3,36,151,151,698.8255208,10.01251765
152,4.25,51,152,152,698.8255208,7.769430819
153,2.416666667,29,153,153,699.2135417,18.02032873
154.001,3.833333333,46,154,154,699.2135417,10.99368962
155,2.25,27,155,155,699.2135417,15.53871332
156,2.75,33,156,156,699.2135417,18.98511188
157,2.25,27,157,157,699.2135417,16.05050452
158,3.416666667,41,158,158,699.6015625,15.54976241
159.001,3.416666667,41,159,159,699.6015625,12.20567539
160,3.25,39,160,160,699.6015625,22.04321793
161,2.916666667,35,161,161,699.6015625,14.44118234
162,3.75,45,162,162,699.6015625,15.53932732
163,2.333333333,28,163,163,699.6015625,14.00910732
164.001,4.25,51,164,164,699.6015625,12.21456369
165,4.083333333,49,165,165,699.6015625,22.21157054
166.001,3.333333333,40,166,166,699.6015625,11.98919174
167.001,3.416666667,41,167,167,699.6015625,12.02794573
168,3.666666667,44,168,168,699.6015625,16.00194584
169,3.5,42,169,169,699.6015625,8.880631875
170,3.5,42,170,170,699.6015625,10.98736673
171,3.583333333,43,171,171,699.6015625,12.00286749
172.001,3.75,45,172,172,699.6015625,17.77065569
173.001,4.083333333,49,173,173,699.6015625,15.04100479
174.001,4.583333333,55,174,174,698.8255208,12.20663706
175.001,3.666666667,44,175,175,699.6015625,9.98427809
176.001,3.583333333,43,176,176,698.8255208,10.0179331
177,3.416666667,41,177,177,699.2135417,7.997585529
178.001,4.5,54,178,178,698.4375,6.655691431
179.001,5.083333333,61,179,179,698.4375,22.03669771
180.001,4.166666667,50,180,180,698.8255208,14.42621452
181,5.166666667,62,181,181,698.4375,11.10261021
182,5,60,182,182,699.6015625,14.01925966
183,5.916666667,71,183,183,699.6015625,11.10203705
184,5.333333333,64,184,184,699.6015625,8.879200694
185.001,5.75,69,185,185,699.6015625,13.0278418
186.001,5.583333333,67,186,186,699.9895833,15.52735271
187.001,4.166666667,50,187,187,699.6015625,19.00916812
188.001,5.166666667,62,188,188,699.6015625,12.02026256
189,4.75,57,189,189,699.6015625,16.65074855
190,5.75,69,190,190,699.6015625,9.995535328
191,4.5,54,191,191,699.6015625,15.00312815
191.999,4.75,57,192,192,698.8255208,16.64021796
193.001,6.666666667,80,193,193,698.8255208,14.02693171
194,5.583333333,67,194,194,698.4375,15.54442057
195.001,3.916666667,47,195,195,699.6015625,14.43680898
196.001,5.166666667,62,196,196,699.2135417,10.01044189
197.001,5,60,197,197,699.6015625,19.98883623
198,4.666666667,56,198,198,699.6015625,8.019010669
199,4.5,54,199,199,699.9895833,8.880463303
200,5.083333333,61,200,200,699.6015625,11.10580254
201,5.5,66,201,201,699.6015625,11.10293688
202,4.75,57,202,202,699.6015625,16.65469379
203.001,5.75,69,203,203,699.6015625,10.01369673
204.001,4,48,204,204,699.6015625,12.21032936
205,4.583333333,55,205,205,699.6015625,9.987201401
206,4.333333333,52,206,206,699.6015625,14.02035475
207,4.5,54,207,207,699.2135417,15.55274569
208,4.25,51,208,208,699.2135417,14.42945385
209,3.25,39,209,209,698.8255208,15.00115059
210.001,3.916666667,47,210,210,698.4375,16.0152898
210.999,3.833333333,46,211,211,699.2135417,17.77365824
212.001,3.083333333,37,212,212,698.8255208,16.64599419
213.001,3.5,42,213,213,698.4375,17.00772151
214.001,3.583333333,43,214,214,699.6015625,11.01140672
215.001,2.5,30,215,215,699.6015625,16.00290773
215.999,3.25,39,216,216,701.9296875,10.00315299
217.001,2.833333333,34,217,217,699.6015625,18.87353003
218.001,3,36,218,218,699.6015625,7.993728121
219,2.416666667,29,219,219,699.6015625,8.008749559
220.001,2.916666667,35,220,220,699.6015625,12.2191525
221.001,2.5,30,221,221,699.6015625,12.9883793
222,3.166666667,38,222,222,699.6015625,13.99967241
223.001,1.666666667,20,223,223,699.6015625,15.02508889
224.001,2.583333333,31,224,224,699.6015625,15.00815693
225,2.5,30,225,225,699.2135417,17.76904528
226.001,2.416666667,29,226,226,699.2135417,12.21611417
227.001,2.25,27,227,227,699.6015625,12.97973733
228,1.75,21,228,228,699.2135417,11.01327871
229,2.583333333,31,229,229,698.4375,18.96920918
230,2.416666667,29,230,230,698.8255208,17.03570855
231.001,2.083333333,25,231,231,698.8255208,10.9820301
232.001,3,36,232,232,698.8255208,19.01715157
232.999,1.666666667,20,233,233,698.8255208,9.998455239
234,2.166666667,26,234,234,698.4375,13.01751376
235,1.25,15,235,235,699.6015625,12.21608161
236,1.083333333,13,236,236,699.6015625,11.09521413
237.001,2.833333333,34,237,237,699.6015625,12.01310149
238,1.583333333,19,238,238,699.6015625,22.01434014
239,3,36,239,239,699.6015625,18.02142026
240,1.416666667,17,240,240,698.8255208,18.84085935
241.001,2.416666667,29,241,241,699.6015625,13.32915686
241.999,2.083333333,25,242,242,699.6015625,10.00555609
243.002,1.5,18,243,243,699.9895833,13.3097647
244.001,1.333333333,16,244,244,699.6015625,15.52609049
245.001,2,24,245,245,699.6015625,17.00966659
246,1.416666667,17,246,246,699.2135417,18.03942878
247,1.916666667,23,247,247,699.6015625,13.3148272
248.001,1.5,18,248,248,698.8255208,8.994611328
249,2.666666667,32,249,249,698.8255208,15.0036699
250.001,2.166666667,26,250,250,699.9895833,12.99948262
251.001,1.833333333,22,251,251,698.8255208,8.888785186
252,1.416666667,17,252,252,699.6015625,19.0121031
253,2.25,27,253,253,698.8255208,9.997661658
254.001,1.583333333,19,254,254,698.8255208,9.993904828
255.001,1.5,18,255,255,698.4375,16.65150455
256,2,24,256,256,698.4375,8.010547488
257.001,1.416666667,17,257,257,698.4375,18.00857568
258,1.666666667,20,258,258,698.8255208,16.02423987
259.001,1.083333333,13,259,259,699.6015625,16.63952206
260.001,1.416666667,17,260,260,699.6015625,14.4329462
261.001,1.833333333,22,261,261,699.2135417,18.88170335
262.001,1.75,21,262,262,699.6015625,7.772812678
263.001,1.666666667,20,263,263,699.6015625,18.86666815
264,1.416666667,17,264,264,699.6015625,20.00209222
265.001,1.5,18,265,265,699.6015625,16.99188807
266,1.166666667,14,266,266,699.2135417,6.018303466
267,2,24,267,267,698.8255208,18.86742824
268,1.583333333,19,268,268,699.6015625,9.991429574
269.001,1.083333333,13,269,269,699.6015625,13.32264265
270.001,1.833333333,22,270,270,699.2135417,14.44247545
270.999,2.25,27,271,271,699.6015625,12.21297022
272,1.666666667,20,272,272,699.6015625,13.02654811
273.002,0.666666667,8,273,273,699.6015625,12.20895245
274,1.416666667,17,274,274,699.6015625,8.994299413
274.999,1.75,21,275,275,699.6015625,8.997433932
276.001,1.5,18,276,276,699.6015625,20.03009722
276.999,1.5,18,277,277,699.6015625,16.9826641
278.001,2,24,278,278,699.6015625,14.00928255
279,1.666666667,20,279,279,699.6015625,11.10428568
280.001,1.75,21,280,280,699.6015625,16.00824264
281.001,1.75,21,281,281,698.8255208,17.98458182
282,1.333333333,16,282,282,699.6015625,12.01325903
283.001,1.833333333,22,283,283,699.6015625,13.32540916
284.001,1.583333333,19,284,284,698.4375,13.00870412
285.001,1.416666667,17,285,285,698.8255208,8.878540457
286,1.5,18,286,286,699.2135417,9.002390135
287,1.75,21,287,287,698.4375,21.0132047
288.001,1.5,18,288,288,698.4375,11.97904984
289,1.666666667,20,289,289,698.8255208,12.21257564
290,1.25,15,290,290,698.8255208,14.02395853
291,1.666666667,20,291,291,698.8255208,16.64141978
292.001,1.5,18,292,292,698.8255208,25.0089432
293,1,12,293,293,699.2135417,15.54276904
294,1.25,15,294,294,698.8255208,10.01386119
295.001,0.75,9,295,295,699.6015625,12.21752798
296,1.416666667,17,296,296,699.2135417,13.30954326
297,0.666666667,8,297,297,699.6015625,13.32498893
298,0.833333333,10,298,298,699.6015625,10.01576381
299.001,1.583333333,19,299,299,699.2135417,14.98724436
300,1.583333333,19,300,300,699.6015625,17.01879215
301,2.25,27,301,301,699.6015625,13.33255708
302.001,1.166666667,14,302,302,699.9895833,9.987496764
303.001,1.5,18,303,303,699.6015625,15.00973982
304.001,0.916666667,11,304,304,699.2135417,13.32360118
305.001,1.833333333,22,305,305,699.6015625,18.99119189
306,1.333333333,16,306,306,699.6015625,17.03887761
307,1.833333333,22,307,307,699.6015625,13.32100992
308.001,1.833333333,22,308,308,699.6015625,14.00983911
309,2.083333333,25,309,309,699.2135417,17.75993891
310,1.916666667,23,310,310,699.6015625,15.00049352
311.001,1.833333333,22,311,311,699.6015625,8.880075907
312.001,1.333333333,16,312,312,699.6015625,11.01262708
313.001,1.25,15,313,313,699.6015625,23.31491455
314.001,1.75,21,314,314,699.6015625,10.01977302
315,2.166666667,26,315,315,699.6015625,7.775024555
316,1.333333333,16,316,316,699.6015625,18.88165512
317,2,24,317,317,699.6015625,12.21026159
318.001,1.916666667,23,318,318,699.6015625,14.44209841
319.001,1.083333333,13,319,319,699.6015625,12.99509955
320,1.333333333,16,320,320,698.8255208,11.01270315
321,1.333333333,16,321,321,698.4375,12.21681425
322.001,1.25,15,322,322,699.2135417,15.00757883
323.001,1.416666667,17,323,323,699.6015625,17.74766984
324.001,0.833333333,10,324,324,699.6015625,11.00804578
325.001,1.333333333,16,325,325,699.6015625,5.552579373
326.001,1.75,21,326,326,699.2135417,16.65003328
327.001,2.25,27,327,327,699.6015625,15.00680559
328.001,1.833333333,22,328,328,699.6015625,12.00901036
329.001,1.25,15,329,329,699.6015625,12.0112317
330,1.333333333,16,330,330,699.6015625,14.98858469
331.001,0.916666667,11,331,331,699.2135417,11.09784425
332,1.166666667,14,332,332,699.6015625,23.04108456
333.001,1.333333333,16,333,333,699.6015625,16.64593693
334,1.5,18,334,334,699.6015625,12.22210408
335.001,1.916666667,23,335,335,699.2135417,10.99176607
336.001,0.75,9,336,336,699.6015625,19.00367531
337.001,1.416666667,17,337,337,699.6015625,16.05064943
338.001,1,12,338,338,699.6015625,16.64522207
339.001,1.416666667,17,339,339,699.6015625,13.98437665
339.999,1.083333333,13,340,340,699.6015625,13.32992087
341.001,1.583333333,19,341,341,699.6015625,22.21991629
342.001,1.166666667,14,342,342,699.6015625,13.0295236
343.001,1.166666667,14,343,343,699.6015625,8.870243637
344.001,1.333333333,16,344,344,699.6015625,16.99215472
345,1.25,15,345,345,699.6015625,9.014301189
346,1,12,346,346,699.6015625,13.99207629
347,1.416666667,17,347,347,699.6015625,12.9998869
348.001,0.916666667,11,348,348,699.6015625,9.995016929
349.001,1.916666667,23,349,349,699.6015625,16.03012541
350.001,1.416666667,17,350,350,699.6015625,13.32183659
351.001,1.5,18,351,351,700.3776042,16.65835415
352,1.416666667,17,352,352,698.8255208,10.00343818
353.001,2,24,353,353,699.6015625,12.21341364
354.001,1.833333333,22,354,354,699.6015625,11.02414177
355.002,1.083333333,13,355,355,699.6015625,18.86761042
356,1.166666667,14,356,356,699.2135417,6.663490403
357,1.583333333,19,357,357,699.9895833,12.99426953
358.001,1.416666667,17,358,358,699.6015625,10.99365886
359,1.083333333,13,359,359,699.6015625,12.00535078
360.001,1.166666667,14,360,360,699.6015625,11.10163648
361,1.333333333,16,361,361,699.6015625,17.01884837
362,1.666666667,20,362,362,699.6015625,10.003164
363,1.333333333,16,363,363,699.6015625,19.98733913
364.001,1.083333333,13,364,364,699.6015625,13.32331272
365,1.666666667,20,365,365,699.6015625,17.00716682
366.001,1.416666667,17,366,366,699.6015625,12.00441282
367.001,2.166666667,26,367,367,699.6015625,7.989588767
368.001,1.583333333,19,368,368,699.2135417,12.20878442
369,1.5,18,369,369,699.6015625,15.5459378
