Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,,,
891.001,0.166666667,891,891,11.1074765,699.6015625,,2,0.166666667
892.001,0.083333333,892,892,14.44042519,699.6015625,,1,0.083333333
893,0.25,893,893,11.09747848,699.9895833,,3,0.25
894.001,0.25,894,894,11.01984343,698.8255208,,3,0.25
895,0.333333333,895,895,5.986995647,699.6015625,,4,0.333333333
896,0.083333333,896,896,12.00563905,699.6015625,,1,0.083333333
897.001,0.083333333,897,897,7.777038959,699.6015625,,1,0.083333333
898,0,898,898,19.0277958,699.9895833,,0,0
899.001,0.166666667,899,899,13.31193957,699.6015625,,2,0.166666667
900.001,0.083333333,900,900,15.99575153,699.6015625,,1,0.083333333
901,0.25,901,901,8.011295927,699.9895833,,3,0.25
902.001,0.333333333,902,902,17.9816623,698.8255208,,4,0.333333333
903,0.25,903,903,14.01297181,699.2135417,,3,0.25
904.001,0.166666667,904,904,9.983304587,699.6015625,,2,0.166666667
905.001,0.083333333,905,905,9.025493409,700.3776042,,1,0.083333333
906.001,0,906,906,5.552672485,699.9895833,,0,0
907.001,0.25,907,907,11.10226631,699.9895833,,3,0.25
908,0.083333333,908,908,12.20345873,699.6015625,,1,0.083333333
909,0.25,909,909,15.01649712,699.6015625,,3,0.25
910.001,0.166666667,910,910,9.994716127,699.6015625,,2,0.166666667
911,0.083333333,911,911,8.885673262,699.6015625,,1,0.083333333
912,0.083333333,912,912,3.327526799,699.6015625,,1,0.083333333
913.001,0,913,913,15.99831218,699.6015625,,0,0
914.001,0.25,914,914,16.00167698,699.6015625,,3,0.25
915.001,0.333333333,915,915,9.025262613,699.6015625,,4,0.333333333
916.001,0,916,916,13.28702363,699.9895833,,0,0
917,0.083333333,917,917,10.00132217,699.6015625,,1,0.083333333
918.001,0.083333333,918,918,9.01413326,699.2135417,,1,0.083333333
919.001,0,919,919,7.77207135,699.6015625,,0,0
920.001,0,920,920,12.9853175,698.4375,,0,0
921.001,0.416666667,921,921,11.02305803,699.6015625,,5,0.416666667
922.001,0.083333333,922,922,13.29585969,699.6015625,,1,0.083333333
923,0.166666667,923,923,13.31466174,699.6015625,,2,0.166666667
924,0.083333333,924,924,9.014555803,699.6015625,,1,0.083333333
925.001,0.25,925,925,13.33206086,699.6015625,,3,0.25
926,0.166666667,926,926,14.02206653,699.6015625,,2,0.166666667
927,0.083333333,927,927,15.5426379,699.6015625,,1,0.083333333
928.001,0,928,928,8.003861063,698.8255208,,0,0
929,0.25,929,929,7.995404242,699.9895833,,3,0.25
930,0.416666667,930,930,13.0182203,699.9895833,,5,0.416666667
931.001,0.083333333,931,931,7.994898455,699.6015625,,1,0.083333333
932.001,0.083333333,932,932,14.98974402,699.6015625,,1,0.083333333
933,0.083333333,933,933,11.10450023,699.6015625,,1,0.083333333
934,0,934,934,12.01207454,699.6015625,,0,0
935,0.166666667,935,935,11.10181026,699.6015625,,2,0.166666667
936.001,0.25,936,936,14.44189465,698.8255208,,3,0.25
937,0.166666667,937,937,7.76738674,699.6015625,,2,0.166666667
938,0.166666667,938,938,7.000158904,699.6015625,,2,0.166666667
939.001,0.166666667,939,939,14.03357533,699.9895833,,2,0.166666667
940,0.166666667,940,940,7.767508269,699.6015625,,2,0.166666667
941,0.083333333,941,941,9.98004656,699.6015625,,1,0.083333333
942,0.416666667,942,942,11.02809296,699.6015625,,5,0.416666667
943.001,0.083333333,943,943,11.09072267,698.4375,,1,0.083333333
944.001,0.333333333,944,944,12.21465185,699.6015625,,4,0.333333333
945,0.166666667,945,945,11.02149854,699.6015625,,2,0.166666667
946.001,0,946,946,9.996252516,699.2135417,,0,0
947.001,0.083333333,947,947,12.20586772,700.3776042,,1,0.083333333
948.001,0.166666667,948,948,13.00226239,699.6015625,,2,0.166666667
949,0,949,949,9.005694301,699.6015625,,0,0
950,0.25,950,950,17.75046573,699.6015625,,3,0.25
951.001,0.166666667,951,951,9.986663366,699.9895833,,2,0.166666667
952,0.083333333,952,952,15.00765991,700.3776042,,1,0.083333333
953.001,0.166666667,953,953,12.19785227,699.9895833,,2,0.166666667
954,0.083333333,954,954,11.99528465,699.6015625,,1,0.083333333
955.001,0,955,955,6.006182163,699.6015625,,0,0
956,0.166666667,956,956,7.987940606,699.2135417,,2,0.166666667
957.001,0,957,957,15.02196512,698.8255208,,0,0
958.001,0.25,958,958,10.98377477,699.6015625,,3,0.25
959,0,959,959,15.02336283,699.6015625,,0,0
960.001,0,960,960,13.98937926,699.6015625,,0,0
961,0.083333333,961,961,11.02404344,699.6015625,,1,0.083333333
962.001,0.166666667,962,962,10.99449945,699.6015625,,2,0.166666667
963,0.25,963,963,16.65892767,700.765625,,3,0.25
964.001,0.25,964,964,14.42043282,699.6015625,,3,0.25
965.001,0.083333333,965,965,10.98629131,699.6015625,,1,0.083333333
966.001,0.083333333,966,966,14.01418937,698.8255208,,1,0.083333333
967,0.166666667,967,967,8.014014106,699.6015625,,2,0.166666667
968.001,0.083333333,968,968,16.01244167,699.2135417,,1,0.083333333
969,0.083333333,969,969,14.42803176,699.6015625,,1,0.083333333
970.001,0,970,970,9.9799868,699.6015625,,0,0
971,0.166666667,971,971,8.006131896,699.6015625,,2,0.166666667
972,0.083333333,972,972,14.44193315,699.9895833,,1,0.083333333
973,0.083333333,973,973,7.015002284,699.6015625,,1,0.083333333
974.001,0,974,974,12.1991685,699.6015625,,0,0
975.001,0.083333333,975,975,7.994671551,699.9895833,,1,0.083333333
976.001,0.083333333,976,976,13.0002145,699.6015625,,1,0.083333333
977,0,977,977,12.00646668,699.6015625,,0,0
978.001,0.166666667,978,978,14.43104121,699.6015625,,2,0.166666667
979.001,0,979,979,6.665426897,699.6015625,,0,0
980.001,0.083333333,980,980,6.007185796,699.6015625,,1,0.083333333
981.001,0.083333333,981,981,12.19692986,699.6015625,,1,0.083333333
982.001,0.166666667,982,982,10.0121337,699.9895833,,2,0.166666667
983,0,983,983,9.992832918,699.6015625,,0,0
984,0,984,984,12.22039459,699.6015625,,0,0
985,0.083333333,985,985,7.00095423,699.6015625,,1,0.083333333
986,0.166666667,986,986,12.01417312,699.6015625,,2,0.166666667
987.001,0,987,987,7.763666021,699.2135417,,0,0
988.001,0,988,988,13.0236653,699.2135417,,0,0
989,0.25,989,989,15.01393894,699.6015625,,3,0.25
990.001,0,990,990,7.765114601,699.6015625,,0,0
991,0,991,991,14.42556939,699.6015625,,0,0
992,0.166666667,992,992,8.021977008,700.765625,,2,0.166666667
993,0.083333333,993,993,18.87050063,699.6015625,,1,0.083333333
993.999,0.083333333,994,994,9.993667346,699.6015625,,1,0.083333333
995,0,995,995,14.43141768,699.6015625,,0,0
996.001,0.25,996,996,13.02909658,699.6015625,,3,0.25
997,0,997,997,16.63563382,699.6015625,,0,0
998.001,0.166666667,998,998,16.00908355,699.2135417,,2,0.166666667
999,0,999,999,15.55265412,699.2135417,,0,0
1000,0.083333333,1000,1000,9.990947092,699.6015625,,1,0.083333333
1001,0.083333333,1001,1001,11.09541972,699.6015625,,1,0.083333333
1002,0,1002,1002,9.021028016,699.6015625,,0,0
1003,0.083333333,1003,1003,13.33021406,699.6015625,,1,0.083333333
1004.001,0.166666667,1004,1004,11.10335357,699.9895833,,2,0.166666667
1005,0.083333333,1005,1005,12.00738815,699.6015625,,1,0.083333333
1006,0.166666667,1006,1006,12.99047798,699.6015625,,2,0.166666667
1007,0.083333333,1007,1007,10.00769792,699.6015625,,1,0.083333333
1008,0.083333333,1008,1008,16.66407818,699.6015625,,1,0.083333333
1009.001,0.166666667,1009,1009,10.98737551,699.6015625,,2,0.166666667
1010,0.083333333,1010,1010,13.02296731,699.6015625,,1,0.083333333
1011,0.166666667,1011,1011,6.653979007,699.6015625,,2,0.166666667
1012.001,0.083333333,1012,1012,11.1096866,699.6015625,,1,0.083333333
1013.001,0,1013,1013,11.01470573,699.6015625,,0,0
1014.001,0.083333333,1014,1014,8.872669649,699.6015625,,1,0.083333333
1015.001,0,1015,1015,9.016925671,699.6015625,,0,0
1016.001,0,1016,1016,13.30831961,699.6015625,,0,0
1017.001,0,1017,1017,11.01273182,698.8255208,,0,0
1018,0,1018,1018,11.10403414,699.6015625,,0,0
1018.999,0,1019,1019,9.999792227,699.6015625,,0,0
1020,0.083333333,1020,1020,11.02342036,699.9895833,,1,0.083333333
1021,0.083333333,1021,1021,11.07898697,699.9895833,,1,0.083333333
1022,0.083333333,1022,1022,14.01229579,699.6015625,,1,0.083333333
1023.001,2.25,1023,1023,9.013252185,698.8255208,,27,2.25
